# N (bytes)  (KiB)  (MiB)  cycles
256 0 0 44.125
352 0 0 44.125
484 0 0 44.125
664 0 0 44.1251
916 0 0 44.1251
1260 1 0 44.1251
1732 1 0 44.1381
2384 2 0 44.1252
3280 3 0 44.1253
4512 4 0 44.1253
6208 6 0 44.1255
8536 8 0 44.1256
11744 11 0 44.1259
16156 15 0 44.1262
22224 21 0 44.1266
30572 29 0 44.1272
42052 41 0 44.128
57848 56 0 44.1292
79572 77 0 44.1307
109456 106 0 144.984
150560 147 0 339.988
207104 202 0 360.241
284880 278 0 360.401
391864 382 0 360.448
539024 526 0 359.947
741452 724 0 360.61
1019900 995 0 360.603
1402916 1370 1 360.495
1929772 1884 1 360.592
2654480 2592 2 360.527
3651352 3565 3 360.58
5022588 4904 4 360.537
6908780 6746 6 360.486
9503316 9280 9 360.873
13072212 12765 12 361.337
17981372 17559 17 362.243
24734132 24154 23 363.139
34022832 33225 32 364.036
46799828 45702 44 365.067
64375124 62866 61 371.581
88550676 86475 84 367.758
121805156 118950 116 751.583
167548088 163621 159 929.127
230469404 225067 219 929.744
317020300 309590 302 929.807
436074684 425854 415 932.239
599838964 585780 572 935.349
825103580 805765 786 935.568
1134964476 1108363 1082 936.256
1561191100 1524600 1488 936.641
